XY-OZH;2014-06;8529;1
XY-FBA;2014-06;4674;1
XY-IWX;2013-10;2941;1
XY-IOO;2011-11;5720;1
XY-OFW;2015-06;1553;1
XY-MBJ;2012-11;9980;1
XY-ZWJ;2015-02;9328;1
XY-OFW;2016-11;9406;1
XY-OHF;2014-12;1164;1
XY-OHF;2016-05;7593;1
XY-OHF;2013-05;6515;1
XY-MBJ;2014-11;7196;1
XY-IWX;2016-11;1587;1
XY-FBA;2016-07;9355;1
XY-OHF;2012-02;5901;1
XY-MBJ;2010-10;1683;1
XY-MBJ;2015-02;5421;1
XY-OFW;2015-12;2674;1
XY-NMY;2016-11;4705;1
XY-ZWJ;2014-11;9841;1
XY-NHZ;2015-12;2914;1
XY-ZDY;2016-11;9546;1
XY-MBJ;2014-12;3405;1
XY-NMY;2015-12;3455;1
XY-MBJ;2012-08;7841;1
XY-MBJ;2010-09;4743;1
XY-OFW;2010-07;8228;1
XY-NMY;2015-01;4449;1
XY-IOO;2016-11;212;1
XY-MBJ;2016-11;6812;1
XY-IOO;2015-02;834;1
XY-ZDY;2015-02;2774;1
XY-NHZ;2012-11;4;1
XY-FBA;2014-08;9599;1
XY-OHF;2014-12;4062;1
XY-MBJ;2015-12;2364;1
XY-NMY;2014-12;9489;1
XY-LYP;2015-02;4409;1
XY-NMY;2014-06;1247;1
XY-OFW;2011-03;487;1
XY-YAZ;2010-06;775;1
XY-FBA;2016-05;2296;1
XY-FBA;2016-05;4970;1
XY-MBJ;2016-11;5341;1
XY-ZWJ;2012-11;2615;1
XY-MBJ;2016-11;8753;1
XY-FBA;2011-03;6691;1
XY-MBJ;2013-04;4416;1
XY-YTM;2012-07;8758;1
XY-ZDY;2016-07;8949;1
XY-MBJ;2016-11;3034;1
XY-NMY;2014-12;2914;1
XY-ZDY;2016-11;1241;1
XY-NMY;2015-02;7553;1
XY-ZDY;2013-09;1585;1
XY-OHF;2011-11;6048;1
XY-FBA;2015-06;4198;1
XY-OFW;2016-05;9813;1
XY-ZWJ;2016-05;9879;1
XY-IWX;2016-02;5426;1
XY-ALV;2016-11;7429;1
XY-IWX;2015-12;1258;1
XY-ZDY;2013-01;724;1
XY-ZDY;2012-08;3595;1
XY-OFW;2015-02;7176;1
XY-YTM;2015-02;9905;1
XY-NHZ;2011-07;4162;1
XY-YTM;2013-12;2744;1
XY-NMY;2016-05;4587;1
XY-IWX;2014-06;6741;1
XY-FBA;2010-07;2064;1
XY-NMY;2014-12;9907;1
XY-NMY;2016-11;7973;1
XY-ZDY;2012-08;6387;1
XY-ZWJ;2014-11;2977;1
XY-IWX;2015-12;2381;1
XY-ZWJ;2014-06;2385;1
XY-ZWJ;2016-05;5763;1
XY-OZH;2011-11;1675;1
XY-IWX;2011-11;4615;1
XY-YAZ;2015-12;5827;1
XY-YTM;2015-06;2629;1
XY-ZWJ;2015-02;4056;1
XY-ZDY;2014-06;4982;1
XY-ZWJ;2015-02;2220;1
XY-OFW;2014-06;4742;1
XY-FBA;2014-12;770;1
XY-YTM;2011-11;3993;1
XY-NMY;2016-02;2411;1
XY-IWX;2013-01;943;1
XY-NMY;2014-12;3603;1
XY-NMY;2010-07;9572;1
XY-IWX;2016-07;4254;1
XY-MBJ;2010-10;3424;1
XY-IWX;2013-01;9958;1
XY-OFW;2016-07;1230;1
XY-IOO;2015-02;3625;1
XY-MBJ;2016-07;1040;1
XY-MBJ;2015-06;4085;1
XY-OFW;2012-08;7641;1
XY-ZWJ;2015-02;7956;1
XY-IOO;2014-12;5346;1
XY-IWX;2010-08;674;1
XY-ZWJ;2010-10;8161;1
XY-OFW;2015-11;4992;1
XY-ZDY;2016-11;9603;1
XY-OZH;2013-09;9207;1
XY-MBJ;2016-07;7449;1
XY-NMY;2016-11;2874;1
XY-YTM;2016-05;6534;1
XY-ZDY;2014-11;2871;1
XY-IWX;2014-12;5221;1
XY-LYP;2011-07;8823;1
XY-YTM;2011-07;203;1
XY-IWX;2011-11;4202;1
XY-OFW;2016-11;5864;1
XY-NMY;2015-12;315;1
XY-NMY;2016-11;373;1
XY-YAZ;2011-08;5140;1
XY-MBJ;2013-09;3274;1
XY-IWX;2010-03;4897;1
XY-OZH;2015-12;8910;1
XY-MBJ;2013-09;8888;1
XY-NMY;2016-02;7035;1
XY-MBJ;2016-07;7055;1
XY-OHF;2015-08;1151;1
XY-MBJ;2015-06;3438;1
XY-OZH;2015-12;176;1
XY-MBJ;2011-07;4527;1
XY-NHZ;2011-03;6491;1
XY-IWX;2015-12;8139;1
XY-MBJ;2011-07;1996;1
XY-OFW;2014-06;7120;1
XY-MBJ;2015-12;6043;1
XY-ZWJ;2015-02;2558;1
XY-MBJ;2013-09;1992;1
XY-ZDY;2010-03;8085;1
XY-ZDY;2011-11;9485;1
XY-NMY;2014-04;1738;1
XY-MBJ;2016-07;7112;1
XY-MBJ;2014-12;9280;1
XY-ZDY;2012-08;2041;1
XY-NMY;2016-11;9641;1
XY-ZWJ;2010-08;8078;1
XY-YTM;2015-02;5191;1
XY-IWX;2014-12;2406;1
XY-MBJ;2013-04;4932;1
XY-NHZ;2015-12;3303;1
XY-YAZ;2014-06;2978;1
XY-MBJ;2016-07;1174;1
XY-OFW;2010-03;7555;1
XY-FBA;2013-01;4590;1
XY-NMY;2014-06;7726;1
XY-YTM;2011-11;8978;1
XY-IWX;2015-06;9895;1
XY-NMY;2016-11;7265;1
XY-YTM;2015-12;4120;1
XY-NMY;2013-09;6511;1
XY-OHF;2015-12;3355;1
XY-MBJ;2016-02;8584;1
XY-YAZ;2015-01;243;1
XY-MBJ;2011-07;113;1
XY-MBJ;2011-11;7381;1
XY-MBJ;2014-04;5457;1
XY-IWX;2015-12;8600;1
XY-IWX;2013-03;3941;1
XY-IWX;2011-04;7928;1
XY-MBJ;2016-07;2847;1
XY-NHZ;2014-06;4343;1
XY-MBJ;2016-02;2586;1
XY-ZDY;2015-06;2900;1
XY-IWX;2011-06;1945;1
XY-ZWJ;2016-07;341;1
XY-ZWJ;2014-11;8151;1
XY-ZDY;2016-11;1386;1
XY-MBJ;2015-02;6030;1
XY-MBJ;2014-12;7631;1
XY-ZWJ;2014-06;3738;1
XY-MBJ;2011-07;7394;1
XY-NMY;2015-11;9724;1
XY-FBA;2015-12;9849;1
XY-IWX;2016-05;4787;1
XY-IWX;2015-12;5225;1
XY-ZDY;2016-07;131;1
XY-OHF;2016-11;7205;1
XY-OFW;2016-11;6176;1
XY-MBJ;2016-03;5368;1
XY-ZWJ;2015-12;9931;1
XY-LYP;2016-02;6938;1
XY-NMY;2016-11;5690;1
XY-ZWJ;2015-02;1705;1
XY-OZH;2011-07;3097;1
XY-NMY;2016-02;6543;1
XY-OFW;2014-08;6822;1
XY-MBJ;2016-07;5407;1
XY-NMY;2016-11;8240;1
XY-NMY;2015-11;4604;1
XY-OHF;2016-07;1837;1
XY-NHZ;2015-12;7553;1
XY-ZDY;2014-12;9172;1
XY-YTM;2015-02;4010;1
XY-FBA;2011-03;8921;1
XY-ZWJ;2015-02;7193;1
XY-NMY;2011-06;5052;1
XY-MBJ;2013-07;3454;1
XY-OHF;2013-10;3524;1
XY-ZDY;2011-07;2778;1
XY-ZWJ;2013-09;5800;1
XY-ZWJ;2014-06;102;1
XY-NMY;2013-01;4260;1
XY-OFW;2015-02;3426;1
XY-OFW;2012-08;8678;1
XY-MBJ;2011-07;2197;1
XY-MBJ;2011-03;924;1
XY-LYP;2013-01;195;1
XY-IWX;2014-12;5131;1
XY-ZWJ;2015-02;7223;1
XY-OZH;2015-12;9423;1
XY-MBJ;2013-01;2184;1
XY-ZDY;2016-05;3871;1
XY-OZH;2014-11;7521;1
XY-NMY;2015-04;8073;1
XY-OZH;2016-11;1933;1
XY-NMY;2015-02;8569;1
XY-IWX;2015-04;1249;1
XY-MBJ;2010-08;9859;1
XY-MBJ;2016-07;1257;1
XY-OFW;2014-12;7865;1
XY-OFW;2016-09;2655;1
XY-ZWJ;2014-07;9772;1
XY-YAZ;2014-12;2548;1
XY-NMY;2015-12;9202;1
XY-IWX;2011-07;3438;1
XY-NMY;2016-05;8272;1
XY-NHZ;2011-07;8985;1
XY-NMY;2013-10;4067;1
XY-ALV;2015-11;7879;1
XY-OFW;2014-12;1318;1
XY-ZWJ;2010-04;3715;1
XY-IWX;2016-11;1797;1
XY-OHF;2016-07;8793;1
XY-IWX;2014-12;9230;1
XY-MBJ;2010-10;2072;1
XY-ZWJ;2014-06;7913;1
XY-MBJ;2010-08;7266;1
XY-OZH;2015-12;6920;1
XY-MBJ;2016-11;5852;1
XY-ZWJ;2014-04;9235;1
XY-OHF;2011-04;3818;1
XY-OHF;2014-12;2885;1
XY-ZWJ;2014-07;7489;1
XY-MBJ;2016-11;9892;1
XY-ZDY;2010-07;2749;1
XY-IWX;2015-12;7147;1
XY-NMY;2014-12;8012;1
XY-MBJ;2014-06;2796;1
XY-MBJ;2010-08;5387;1
XY-IWX;2015-12;2409;1
XY-NMY;2016-11;5377;1
XY-MBJ;2014-06;174;1
XY-MBJ;2016-11;5656;1
XY-ZWJ;2016-11;9515;1
XY-ZWJ;2015-02;5567;1
XY-OZH;2014-12;498;1
XY-YTM;2015-12;1540;1
XY-IWX;2011-03;8678;1
XY-NMY;2016-11;4860;1
XY-MBJ;2013-01;146;1
XY-NMY;2011-04;7525;1
XY-ZWJ;2015-12;3812;1
XY-YTM;2016-05;8499;1
XY-OFW;2012-08;5728;1
XY-ZDY;2015-02;3863;1
XY-ZWJ;2015-11;3551;1
XY-NMY;2011-05;3051;1
XY-NMY;2014-12;7983;1
XY-OFW;2013-04;2779;1
XY-YTM;2015-08;7086;1
XY-OFW;2015-02;2949;1
XY-OFW;2011-07;9102;1
XY-IOO;2013-03;3498;1
XY-FBA;2012-08;9357;1
XY-LYP;2010-08;4810;1
XY-OHF;2011-10;325;1
XY-MBJ;2015-08;5617;1
XY-NMY;2014-12;7603;1
XY-OZH;2015-12;5626;1
XY-MBJ;2016-05;247;1
XY-OFW;2010-08;9448;1
XY-IWX;2016-07;648;1
XY-MBJ;2016-07;3029;1
XY-OZH;2014-04;5757;1
XY-OFW;2013-04;3133;1
XY-ZWJ;2014-12;7444;1
XY-YAZ;2015-09;8500;1
XY-MBJ;2011-04;5458;1
XY-OFW;2011-08;9227;1
XY-OHF;2016-11;9790;1
XY-OFW;2013-12;5417;1
XY-ZWJ;2011-07;4067;1
XY-FBA;2016-07;2002;1
XY-OZH;2014-12;534;1
XY-MBJ;2011-03;7255;1
XY-ZDY;2016-11;1216;1
XY-FBA;2014-06;4664;1
XY-IWX;2011-07;9893;1
XY-ZWJ;2013-09;9509;1
XY-NMY;2015-02;808;1
XY-OFW;2016-07;7197;1
XY-NMY;2016-11;3887;1
XY-ZDY;2011-04;5836;1
XY-IWX;2013-10;8741;1
XY-MBJ;2014-11;4713;1
XY-OHF;2015-06;1372;1
XY-OHF;2014-12;8387;1
XY-OFW;2016-09;7001;1
XY-OHF;2013-08;7352;1
XY-OFW;2016-11;4236;1
XY-IWX;2014-12;1584;1
XY-ZWJ;2012-02;6088;1
XY-NMY;2014-11;3810;1
XY-ZDY;2014-12;886;1
XY-MBJ;2014-11;6882;1
XY-MBJ;2015-12;5360;1
XY-IWX;2015-12;261;1
XY-ZWJ;2015-02;9103;1
XY-ZWJ;2014-06;5956;1
XY-IWX;2011-07;9356;1
XY-NHZ;2011-11;8999;1
XY-IWX;2015-02;4828;1
XY-YTM;2012-07;102;1
XY-IWX;2011-11;7793;1
XY-IWX;2014-12;1613;1
XY-MBJ;2014-12;2763;1
XY-MBJ;2011-03;5249;1
XY-MBJ;2016-07;8632;1
XY-NMY;2016-07;7805;1
XY-ALV;2011-03;5709;1
XY-NMY;2014-06;9808;1
XY-IWX;2016-11;1704;1
XY-ZDY;2015-02;8280;1
XY-ZDY;2015-12;2472;1
XY-MBJ;2014-12;8900;1
XY-NMY;2011-07;1532;1
XY-MBJ;2016-02;3285;1
XY-YTM;2016-01;4551;1
XY-NMY;2015-08;4224;1
XY-MBJ;2016-07;5696;1
XY-OFW;2011-03;4174;1
XY-YTM;2015-06;2926;1
XY-ZWJ;2015-12;9672;1
XY-MBJ;2011-07;2286;1
XY-MBJ;2011-03;6366;1
XY-MBJ;2016-11;926;1
XY-IWX;2014-11;3133;1
XY-ZWJ;2016-05;6962;1
XY-NMY;2014-12;3977;1
XY-YAZ;2013-07;3019;1
XY-ZWJ;2014-12;5193;1
XY-ZDY;2010-07;2741;1
XY-MBJ;2015-02;996;1
XY-NMY;2014-06;9153;1
XY-YTM;2016-07;294;1
XY-IOO;2015-12;9609;1
XY-LYP;2010-09;9657;1
XY-MBJ;2011-07;1494;1
XY-NMY;2015-06;9671;1
XY-IWX;2015-06;1271;1
XY-ZWJ;2016-07;9516;1
XY-MBJ;2015-12;4764;1
XY-OFW;2016-05;4358;1
XY-ZDY;2011-04;7660;1
XY-YTM;2016-05;3721;1
XY-ZDY;2012-02;5117;1
XY-ZWJ;2015-02;7865;1
XY-NMY;2015-09;3143;1
XY-YAZ;2010-06;8396;1
XY-MBJ;2014-06;9630;1
XY-ZWJ;2011-07;1300;1
XY-ZWJ;2016-07;5014;1
XY-IWX;2012-08;7697;1
XY-IWX;2014-11;5696;1
XY-MBJ;2015-12;5071;1
XY-MBJ;2016-11;6635;1
XY-OZH;2011-11;2729;1
XY-YAZ;2016-07;687;1
XY-MBJ;2016-05;7003;1
XY-ZDY;2011-10;8190;1
XY-OZH;2016-11;4656;1
XY-ZDY;2016-11;3265;1
XY-OFW;2016-11;9336;1
XY-YTM;2016-11;9268;1
XY-ZDY;2014-12;4619;1
XY-OFW;2015-02;9187;1
XY-ZDY;2014-03;4546;1
XY-NMY;2011-10;7766;1
XY-OZH;2016-11;1736;1
XY-MBJ;2010-08;2505;1
XY-IWX;2016-05;8946;1
XY-ZDY;2010-07;8308;1
XY-MBJ;2011-07;4197;1
XY-OFW;2011-11;8974;1
XY-OFW;2015-12;7886;1
XY-NMY;2010-08;2601;1
XY-FBA;2014-06;230;1
XY-ZDY;2016-11;3621;1
XY-OZH;2014-12;2112;1
XY-OZH;2016-11;5409;1
XY-IWX;2013-10;3825;1
XY-ZWJ;2015-02;2095;1
XY-MBJ;2016-11;5167;1
XY-NHZ;2015-12;8953;1
XY-NMY;2011-12;5040;1
XY-OZH;2015-12;1230;1
XY-MBJ;2011-07;5053;1
XY-NMY;2016-02;8597;1
XY-OFW;2015-12;5755;1
XY-ZWJ;2014-11;6440;1
XY-NMY;2011-12;9783;1
XY-MBJ;2011-07;9926;1
XY-MBJ;2013-04;7276;1
XY-ZDY;2015-02;556;1
XY-NMY;2015-02;6925;1
XY-IOO;2016-02;1454;1
XY-IWX;2010-09;1019;1
XY-IWX;2011-03;49;1
XY-ZDY;2016-11;7144;1
XY-IWX;2015-12;9340;1
XY-FBA;2014-06;2208;1
XY-NMY;2014-06;6005;1
XY-OFW;2015-12;3350;1
XY-NMY;2011-12;1574;1
XY-OZH;2010-08;8491;1
XY-ZWJ;2013-10;7754;1
XY-IWX;2015-12;1334;1
XY-MBJ;2011-03;7352;1
XY-NMY;2015-06;4451;1
XY-MBJ;2015-12;8736;1
XY-FBA;2014-12;1182;1
XY-NMY;2015-02;4027;1
XY-ZWJ;2014-12;1651;1
XY-IWX;2013-09;1343;1
XY-ZDY;2011-11;7725;1
XY-MBJ;2011-07;1762;1
XY-IOO;2013-10;3578;1
XY-MBJ;2016-07;5381;1
XY-IWX;2013-04;367;1
XY-ALV;2014-08;8479;1
XY-ZWJ;2015-02;9721;1
XY-NMY;2013-03;7456;1
XY-MBJ;2014-12;1467;1
XY-MBJ;2016-11;1923;1
XY-NMY;2014-12;6959;1
XY-ZDY;2012-11;7395;1
XY-IWX;2010-08;9446;1
XY-NMY;2013-12;1473;1
XY-MBJ;2015-02;3154;1
XY-OHF;2015-12;4549;1
XY-IWX;2015-02;9833;1
XY-NMY;2016-05;8860;1
XY-MBJ;2014-11;4431;1
XY-NMY;2011-09;1939;1
XY-IOO;2015-12;6919;1
XY-NMY;2013-08;9662;1
XY-ZWJ;2016-11;5356;1
XY-FBA;2016-07;4389;1
XY-IOO;2013-10;804;1
XY-YAZ;2014-06;4576;1
XY-MBJ;2011-07;2748;1
XY-IOO;2013-01;9084;1
XY-NMY;2016-11;8915;1
XY-ZWJ;2015-12;2337;1
XY-FBA;2016-11;6922;1
XY-ZWJ;2011-03;9138;1
XY-ZWJ;2013-09;9043;1
XY-NMY;2016-11;6663;1
XY-ZDY;2015-02;8994;1
XY-MBJ;2013-09;8200;1
XY-YTM;2016-07;3759;1
XY-OFW;2016-05;9781;1
XY-NHZ;2011-11;3009;1
XY-YTM;2015-12;8686;1
XY-NMY;2016-11;1622;1
XY-OZH;2011-04;6976;1
XY-ZDY;2014-12;1008;1
XY-MBJ;2016-11;7084;1
XY-ZWJ;2015-12;5287;1
XY-ALV;2012-08;8396;1
XY-YTM;2015-02;4158;1
XY-ZDY;2011-04;5350;2
XY-MBJ;2013-09;9847;1
XY-ZWJ;2016-11;6451;1
XY-ZDY;2013-12;5492;1
XY-YTM;2015-02;4745;1
XY-OFW;2013-04;8058;1
XY-ZDY;2015-02;2477;1
XY-MBJ;2015-12;8252;2
XY-ALV;2013-09;3960;1
XY-ALV;2013-12;1245;1
XY-ZDY;2014-12;2790;1
XY-ZDY;2016-05;326;1
XY-MBJ;2016-11;7435;1
XY-ZWJ;2012-09;9393;1
XY-MBJ;2013-09;8811;1
XY-ALV;2011-07;3678;1
XY-OFW;2015-12;1758;1
XY-YTM;2016-07;4777;1
XY-MBJ;2015-12;8502;1
XY-YAZ;2016-11;1685;1
XY-NMY;2011-06;1209;1
XY-FBA;2012-11;7872;1
XY-NMY;2015-07;1021;1
XY-OFW;2016-05;3934;1
XY-NHZ;2016-11;2874;1
XY-NMY;2011-10;3733;1
XY-MBJ;2014-12;6572;1
XY-ZWJ;2013-04;3527;1
XY-ALV;2015-12;5213;1
XY-OZH;2015-12;7506;1
XY-ZWJ;2015-02;8059;1
XY-ZWJ;2015-12;8298;1
XY-MBJ;2011-07;6794;1
XY-ZDY;2015-02;5592;1
XY-MBJ;2014-12;7927;1
XY-OZH;2015-12;7440;1
XY-OFW;2013-09;5573;1
XY-ZWJ;2015-07;5703;1
XY-MBJ;2013-09;211;1
XY-MBJ;2015-12;1051;1
XY-ALV;2014-12;785;1
XY-ZWJ;2015-12;7479;1
XY-NMY;2011-03;5750;1
XY-MBJ;2015-12;7328;1
XY-NMY;2014-06;8431;1
XY-OZH;2010-08;8757;1
XY-ZDY;2016-11;3350;1
XY-MBJ;2015-08;6597;1
XY-NMY;2016-11;278;1
XY-ZWJ;2014-11;470;1
XY-NMY;2014-12;1754;1
XY-OFW;2013-10;8021;1
XY-ZDY;2011-10;7195;1
XY-IWX;2014-12;1772;1
XY-MBJ;2014-12;1908;1
XY-IWX;2015-02;8208;1
XY-FBA;2016-11;8412;1
XY-IWX;2015-12;7718;1
XY-NMY;2014-12;3319;1
XY-MBJ;2014-12;1635;1
XY-OFW;2015-12;8639;1
XY-MBJ;2015-12;6949;1
XY-OHF;2013-07;7876;1
XY-NMY;2016-11;6450;2
XY-YTM;2011-07;9586;1
XY-OFW;2015-02;2583;1
XY-YTM;2016-11;6573;1
XY-OZH;2014-12;3940;1
XY-NMY;2011-07;2724;1
XY-IWX;2015-06;9326;1
XY-ZWJ;2016-11;1853;1
XY-YTM;2013-12;3715;1
XY-NMY;2016-11;752;1
XY-MBJ;2014-06;9082;1
XY-ZDY;2015-02;1134;1
XY-YTM;2014-06;2210;1
XY-NMY;2016-11;7496;1
XY-ZWJ;2014-06;3521;1
XY-FBA;2010-04;1737;1
XY-ALV;2014-06;3882;1
XY-OZH;2015-01;3861;1
XY-YTM;2011-11;2805;1
XY-MBJ;2016-11;9182;1
XY-MBJ;2013-10;6458;1
XY-ZWJ;2015-02;9234;2
XY-ZWJ;2013-10;8872;1
XY-MBJ;2014-12;9300;1
XY-IWX;2015-08;6240;1
XY-NMY;2011-04;2446;1
XY-IWX;2015-06;6778;1
XY-ZWJ;2014-06;7783;1
XY-IWX;2014-12;4721;1
XY-IOO;2012-02;8496;1
XY-MBJ;2014-12;5705;1
XY-MBJ;2012-10;6937;1
XY-NMY;2016-07;9255;1
XY-OFW;2011-03;669;1
XY-YTM;2015-12;2220;1
XY-NMY;2014-06;4247;1
XY-IWX;2014-12;8825;1
XY-NMY;2016-11;422;1
XY-MBJ;2012-11;3172;1
XY-ZWJ;2011-03;5743;1
XY-ZDY;2015-01;4786;1
XY-NMY;2014-12;3518;1
XY-IWX;2016-07;5717;1
XY-ZDY;2014-12;8394;1
XY-OFW;2014-11;4681;1
XY-OHF;2014-12;5828;1
XY-LYP;2015-02;7496;1
XY-NMY;2016-11;5231;1
XY-MBJ;2013-08;5670;1
XY-NMY;2014-06;6856;1
XY-OFW;2016-07;8358;1
XY-NMY;2015-02;5930;1
XY-ZWJ;2013-01;6620;1
XY-ZWJ;2010-04;4881;1
XY-IWX;2011-04;6753;1
XY-ZWJ;2010-08;7952;1
XY-MBJ;2015-12;8621;1
XY-IWX;2015-02;4871;1
XY-ZWJ;2011-03;4565;1
XY-NMY;2013-05;6678;1
XY-OFW;2015-12;4293;1
XY-ZWJ;2015-12;7966;1
XY-MBJ;2011-10;4061;2
XY-NMY;2012-11;8309;2
XY-NHZ;2015-12;3412;1
XY-ZWJ;2015-02;7027;1
XY-ZDY;2011-07;8634;1
XY-NHZ;2016-07;8874;1
XY-NMY;2014-06;3284;1
XY-YAZ;2014-06;6485;1
XY-FBA;2016-07;3820;1
XY-NMY;2014-06;7721;1
XY-ZDY;2015-11;1605;1
XY-MBJ;2011-04;8123;1
XY-YAZ;2015-02;4763;1
XY-YTM;2014-12;7647;1
XY-MBJ;2011-07;3207;1
XY-OHF;2011-10;8525;1
XY-MBJ;2012-11;110;1
XY-ZDY;2016-11;4222;1
XY-ZDY;2013-10;3977;1
XY-IWX;2016-07;4940;1
XY-MBJ;2011-11;3012;1
XY-YTM;2016-07;9323;1
XY-NMY;2014-12;4112;1
XY-IWX;2013-01;9692;1
XY-FBA;2015-06;4795;1
XY-NMY;2014-12;1519;1
XY-IWX;2016-05;9130;1
XY-OFW;2015-12;7214;1
XY-IWX;2013-10;8349;1
XY-MBJ;2013-09;8316;1
XY-OFW;2010-07;4353;1
XY-IWX;2012-01;5802;1
XY-LYP;2014-12;1487;1
XY-MBJ;2015-02;2530;1
XY-LYP;2014-11;400;1
XY-MBJ;2015-06;3343;1
XY-ALV;2012-03;4114;1
XY-ZWJ;2010-08;8610;1
XY-ZWJ;2016-09;9872;1
XY-FBA;2014-11;6921;1
XY-NMY;2012-03;201;1
XY-IWX;2010-08;9063;1
XY-LYP;2014-06;1492;1
XY-MBJ;2015-02;7483;1
XY-OZH;2014-12;5499;1
XY-NMY;2015-12;3142;1
XY-ZWJ;2014-06;8520;1
XY-FBA;2011-01;9458;1
XY-LYP;2016-05;6864;1
XY-OFW;2010-07;3747;1
XY-ZWJ;2015-12;7910;1
XY-ZDY;2013-09;2594;1
XY-MBJ;2015-12;7841;1
XY-NMY;2016-11;8605;1
XY-NMY;2014-12;7911;1
XY-OHF;2015-04;477;1
XY-IWX;2010-07;4823;1
XY-YAZ;2016-07;7263;1
XY-OHF;2014-12;55;1
XY-MBJ;2016-11;3104;1
XY-OHF;2011-11;7079;1
XY-ZWJ;2015-02;9074;1
XY-NMY;2012-03;2032;1
XY-OHF;2010-03;2500;1
XY-NMY;2013-05;6327;1
